class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
detrital,29.1,151.5,198.0,8.93,54.0,45.1,56.5,11.63,14.59,749.0,41.3,256.0,413.0
detrital,63.0,126.7,242.5,1.27,26.2,48.2,93.8,2.23,4.23,275.0,50.4,292.0,536.0
detrital,24.4,117.6,242.0,0.76,23.3,46.5,102.5,2.89,3.82,561.0,50.7,292.0,567.0
detrital,29.3,101.8,211.0,0.44,19.1,41.3,83.6,1.69,3.3,350.0,44.7,305.0,473.0
detrital,18.3,25.1,49.3,0.35,6.8,9.8,28.0,1.02,1.67,160.0,10.9,310.0,134.0
detrital,6.3,82.5,135.4,0.14,19.4,29.4,44.5,1.19,3.63,191.0,26.7,340.0,271.0
detrital,13.8,72.3,122.5,0.29,15.8,26.7,43.1,1.13,2.14,395.0,25.4,630.0,259.0
detrital,7.8,81.0,157.2,0.36,13.9,30.6,58.4,0.55,2.06,31.0,34.1,41.0,408.0
detrital,7.8,81.0,157.2,0.36,13.9,30.6,58.4,0.55,2.06,31.0,34.1,41.0,408.0
detrital,30.7,111.4,111.5,6.35,50.8,29.0,24.3,10.29,15.9,91.0,19.3,41.0,190.0
detrital,30.7,111.4,111.5,6.35,50.8,29.0,24.3,10.29,15.9,91.0,19.3,41.0,190.0
detrital,3.7,47.8,85.3,0.09,10.2,17.1,25.7,0.89,1.72,41.0,16.7,49.0,186.0
detrital,11.8,132.9,230.0,1.38,33.2,47.4,76.1,4.17,7.76,65.0,46.0,54.0,531.0
detrital,39.9,81.7,154.5,0.68,17.1,30.3,57.5,1.32,2.64,80.0,32.4,55.0,392.0
detrital,39.9,81.7,154.5,0.68,17.1,30.3,57.5,1.32,2.64,80.0,32.4,55.0,392.0
detrital,7.8,52.9,100.6,0.46,10.8,19.3,40.1,0.7,1.92,46.0,22.0,56.0,264.0
detrital,7.8,52.9,100.6,0.46,10.8,19.3,40.1,0.7,1.92,46.0,22.0,56.0,264.0
detrital,33.2,62.8,105.3,0.65,15.8,21.9,32.0,1.19,2.83,95.0,20.0,56.0,229.0
detrital,33.2,62.8,105.3,0.65,15.8,21.9,32.0,1.19,2.83,95.0,20.0,56.0,229.0
detrital,10.2,78.8,132.7,1.41,20.0,27.4,47.3,2.31,4.63,69.0,27.3,57.0,319.0
detrital,15.3,75.1,135.9,0.46,17.3,27.1,47.5,2.13,3.17,81.0,28.2,62.0,330.0
detrital,19.3,58.5,97.8,1.39,16.0,19.5,36.5,1.72,3.77,51.0,19.9,66.0,241.0
detrital,19.3,58.5,97.8,1.39,16.0,19.5,36.5,1.72,3.77,51.0,19.9,66.0,241.0
detrital,9.2,75.2,123.7,0.6,17.5,26.5,43.0,1.62,3.41,42.0,25.4,77.0,301.0
detrital,9.2,75.2,123.7,0.6,17.5,26.5,43.0,1.62,3.41,42.0,25.4,77.0,301.0
detrital,9.5,82.5,139.2,1.31,22.1,28.6,48.5,3.02,5.66,78.0,28.4,78.0,336.0
detrital,13.2,31.3,42.2,0.38,10.9,9.3,12.2,1.36,2.54,77.0,8.1,80.0,85.0
detrital,2.4,66.5,123.9,0.33,12.7,24.5,47.1,0.64,2.2,31.0,26.3,82.0,311.0
detrital,2.4,66.5,123.9,0.33,12.7,24.5,47.1,0.64,2.2,31.0,26.3,82.0,311.0
detrital,29.0,78.9,151.7,0.79,16.8,29.0,57.1,1.43,3.12,123.0,31.9,89.0,379.0
detrital,28.3,105.1,200.2,1.06,21.9,39.2,71.5,1.45,3.81,104.0,42.1,91.0,501.0
detrital,39.1,148.8,246.2,0.87,37.8,52.5,79.6,4.4,8.38,144.0,50.2,93.0,584.0
detrital,20.6,25.0,42.2,0.38,7.4,8.8,16.9,0.73,1.76,52.0,9.0,94.0,113.0
detrital,20.6,25.0,42.2,0.38,7.4,8.8,16.9,0.73,1.76,52.0,9.0,94.0,113.0
detrital,14.1,159.5,261.0,0.46,37.1,54.8,78.3,4.32,7.73,100.0,51.2,97.0,576.0
detrital,14.1,159.5,261.0,0.46,37.1,54.8,78.3,4.32,7.73,100.0,51.2,97.0,576.0
detrital,10.0,143.6,245.6,0.17,32.5,51.4,72.8,2.39,5.61,69.0,48.0,99.0,554.0
detrital,10.0,143.6,245.6,0.17,32.5,51.4,72.8,2.39,5.61,69.0,48.0,99.0,554.0
detrital,11.2,68.7,118.2,0.17,14.5,24.7,38.3,1.03,2.67,76.0,24.3,99.0,278.0
detrital,5.4,162.9,235.0,0.75,42.5,52.0,60.7,5.05,10.06,93.0,43.2,100.0,460.0
detrital,7.1,278.7,376.5,1.31,91.4,87.3,106.3,13.48,20.95,121.0,70.0,101.0,754.0
detrital,20.7,77.5,168.4,0.36,13.6,31.1,70.8,0.71,2.11,118.0,37.3,103.0,471.0
detrital,20.7,77.5,168.4,0.36,13.6,31.1,70.8,0.71,2.11,118.0,37.3,103.0,471.0
detrital,10.4,170.1,248.7,0.81,44.1,55.0,66.7,5.9,10.72,81.0,46.4,105.0,495.0
detrital,10.4,170.1,248.7,0.81,44.1,55.0,66.7,5.9,10.72,81.0,46.4,105.0,495.0
detrital,24.8,80.1,152.3,0.25,17.5,29.2,52.8,1.5,3.11,158.0,31.9,110.0,362.0
detrital,24.8,80.1,152.3,0.25,17.5,29.2,52.8,1.5,3.11,158.0,31.9,110.0,362.0
detrital,8.2,71.6,121.6,0.14,15.2,24.8,35.8,1.21,3.07,117.0,24.2,111.0,267.0
detrital,5.6,64.8,119.5,0.19,13.0,23.8,41.9,0.73,1.91,44.0,25.4,113.0,294.0
detrital,5.6,64.8,119.5,0.19,13.0,23.8,41.9,0.73,1.91,44.0,25.4,113.0,294.0
detrital,20.7,62.9,110.3,1.2,15.5,21.8,42.4,1.58,2.99,117.0,23.4,113.0,291.0
detrital,20.7,62.9,110.3,1.2,15.5,21.8,42.4,1.58,2.99,117.0,23.4,113.0,291.0
detrital,4.3,72.9,129.9,0.2,14.9,26.0,41.5,0.74,2.14,51.0,25.6,114.0,291.0
detrital,4.3,72.9,129.9,0.2,14.9,26.0,41.5,0.74,2.14,51.0,25.6,114.0,291.0
detrital,6.8,93.3,158.1,0.16,18.6,32.9,50.2,1.17,3.11,73.0,32.2,115.0,367.0
detrital,6.8,93.3,158.1,0.16,18.6,32.9,50.2,1.17,3.11,73.0,32.2,115.0,367.0
detrital,41.9,138.1,237.8,2.04,34.3,48.3,82.4,4.25,7.56,151.0,48.7,122.0,593.0
detrital,45.4,101.4,189.6,0.53,21.7,36.9,67.5,1.43,3.62,178.0,39.2,122.0,463.0
detrital,22.6,101.2,146.7,2.92,33.2,31.8,48.3,8.64,8.92,249.0,29.2,122.0,336.0
detrital,22.6,101.2,146.7,2.92,33.2,31.8,48.3,8.64,8.92,249.0,29.2,122.0,336.0
detrital,2.4,53.0,93.7,0.17,10.8,19.1,28.4,0.56,1.78,70.0,18.0,126.0,203.0
detrital,2.4,53.0,93.7,0.17,10.8,19.1,28.4,0.56,1.78,70.0,18.0,126.0,203.0
detrital,20.0,48.6,108.7,0.44,7.4,19.7,52.3,0.45,1.27,92.0,25.4,129.0,338.0
detrital,20.0,48.6,108.7,0.44,7.4,19.7,52.3,0.45,1.27,92.0,25.4,129.0,338.0
detrital,7.3,189.6,238.9,2.32,60.8,56.2,57.9,9.18,14.95,107.0,43.2,129.0,444.0
detrital,7.3,189.6,238.9,2.32,60.8,56.2,57.9,9.18,14.95,107.0,43.2,129.0,444.0
detrital,19.0,73.6,142.7,0.37,13.8,27.8,54.7,0.88,2.15,104.0,30.4,132.0,371.0
detrital,19.0,73.6,142.7,0.37,13.8,27.8,54.7,0.88,2.15,104.0,30.4,132.0,371.0
detrital,14.2,88.2,130.4,2.1,28.6,27.9,42.3,5.96,8.65,58.0,25.7,134.0,301.0
detrital,21.0,80.3,150.1,0.86,17.5,29.5,57.1,1.5,3.44,145.0,32.1,135.0,385.0
detrital,21.0,80.3,150.1,0.86,17.5,29.5,57.1,1.5,3.44,145.0,32.1,135.0,385.0
detrital,13.7,131.6,224.9,0.18,27.1,45.9,66.2,2.01,4.62,105.0,44.5,137.0,489.0
detrital,24.3,35.7,61.9,0.57,9.1,12.1,22.8,0.94,1.95,108.0,13.3,141.0,161.0
detrital,82.5,286.3,431.0,1.53,79.3,94.0,127.1,9.48,17.22,252.0,82.0,141.0,897.0
detrital,82.5,286.3,431.0,1.53,79.3,94.0,127.1,9.48,17.22,252.0,82.0,141.0,897.0
detrital,19.8,100.1,180.9,0.4,20.4,36.0,60.7,1.3,3.24,75.0,36.4,144.0,422.0
detrital,19.8,100.1,180.9,0.4,20.4,36.0,60.7,1.3,3.24,75.0,36.4,144.0,422.0
detrital,14.5,99.6,159.0,0.5,25.7,33.1,49.6,2.78,5.31,152.0,32.0,144.0,359.0
detrital,14.5,99.6,159.0,0.5,25.7,33.1,49.6,2.78,5.31,152.0,32.0,144.0,359.0
detrital,7.2,148.8,282.5,0.56,26.6,56.3,99.8,1.15,4.01,76.0,59.1,145.0,694.0
detrital,38.6,41.6,69.7,0.85,11.8,13.7,24.4,1.53,2.77,137.0,15.2,150.0,178.0
detrital,31.4,96.6,182.6,0.91,20.1,35.6,65.7,3.56,3.77,222.0,38.3,164.0,457.0
detrital,31.4,96.6,182.6,0.91,20.1,35.6,65.7,3.56,3.77,222.0,38.3,164.0,457.0
detrital,14.5,127.2,234.9,1.55,28.7,46.2,88.5,2.94,6.13,217.0,49.5,192.0,595.0
detrital,14.5,127.2,234.9,1.55,28.7,46.2,88.5,2.94,6.13,217.0,49.5,192.0,595.0
detrital,16.1,98.7,197.1,0.26,17.0,37.6,72.3,0.82,2.61,187.0,42.2,201.0,499.0
detrital,16.1,98.7,197.1,0.26,17.0,37.6,72.3,0.82,2.61,187.0,42.2,201.0,499.0
detrital,11.4,105.0,178.8,1.4,29.0,36.5,64.0,3.22,6.64,80.0,36.8,211.0,428.0
detrital,11.4,105.0,178.8,1.4,29.0,36.5,64.0,3.22,6.64,80.0,36.8,211.0,428.0
detrital,17.4,81.5,160.1,0.12,15.6,30.8,58.8,0.84,2.6,184.0,34.3,213.0,401.0
detrital,17.4,81.5,160.1,0.12,15.6,30.8,58.8,0.84,2.6,184.0,34.3,213.0,401.0
detrital,16.4,147.2,255.5,4.29,39.2,50.3,104.0,4.76,8.0,672.0,54.9,213.0,678.0
detrital,16.4,147.2,255.5,4.29,39.2,50.3,104.0,4.76,8.0,672.0,54.9,213.0,678.0
detrital,15.6,101.7,159.1,1.43,29.4,33.5,50.9,4.57,7.55,253.0,31.4,219.0,374.0
detrital,12.5,73.2,98.0,2.13,23.9,22.3,30.1,1.3,4.58,113.0,19.3,225.0,214.0
detrital,12.5,73.2,98.0,2.13,23.9,22.3,30.1,1.3,4.58,113.0,19.3,225.0,214.0
detrital,49.7,69.4,136.3,0.42,12.8,25.7,53.1,1.16,2.39,160.0,30.2,225.0,368.0
detrital,49.7,69.4,136.3,0.42,12.8,25.7,53.1,1.16,2.39,160.0,30.2,225.0,368.0
detrital,36.5,66.6,149.9,0.36,10.6,26.9,69.7,0.53,1.64,270.0,34.2,225.0,428.0
detrital,36.5,66.6,149.9,0.36,10.6,26.9,69.7,0.53,1.64,270.0,34.2,225.0,428.0
detrital,18.8,130.7,244.7,0.16,25.3,48.9,79.2,1.77,4.09,105.0,50.2,233.0,563.0
detrital,18.8,130.7,244.7,0.16,25.3,48.9,79.2,1.77,4.09,105.0,50.2,233.0,563.0
detrital,11.2,64.0,133.1,0.31,12.4,24.9,57.3,0.68,1.9,124.0,30.5,233.0,380.0
detrital,11.2,64.0,133.1,0.31,12.4,24.9,57.3,0.68,1.9,124.0,30.5,233.0,380.0
detrital,5.0,91.8,183.6,0.12,16.3,34.5,64.5,0.9,2.58,116.0,37.9,237.0,450.0
detrital,38.7,604.6,728.4,6.39,185.0,180.1,153.6,34.11,51.69,213.0,127.7,240.0,1283.0
detrital,38.7,604.6,728.4,6.39,185.0,180.1,153.6,34.11,51.69,213.0,127.7,240.0,1283.0
detrital,4.4,9.5,18.9,0.32,2.2,3.5,12.1,0.39,0.63,144.0,4.8,259.0,67.0
detrital,14.4,100.6,171.2,0.39,21.7,34.9,55.1,2.74,4.22,102.0,34.5,283.0,391.0
detrital,0.6,168.5,284.0,0.08,26.8,58.6,87.7,0.83,3.43,58.0,56.2,307.0,635.0
detrital,0.6,168.5,284.0,0.08,26.8,58.6,87.7,0.83,3.43,58.0,56.2,307.0,635.0
detrital,14.8,110.6,206.8,0.53,23.7,39.8,71.5,1.7,4.08,171.0,42.2,310.0,492.0
detrital,5.7,91.4,143.4,0.09,19.4,30.7,42.7,1.25,3.72,151.0,28.9,363.0,320.0
detrital,5.7,91.4,143.4,0.09,19.4,30.7,42.7,1.25,3.72,151.0,28.9,363.0,320.0
detrital,10.3,108.6,196.8,0.83,22.1,38.6,71.3,1.04,3.59,191.0,41.3,364.0,499.0
detrital,10.3,108.6,196.8,0.83,22.1,38.6,71.3,1.04,3.59,191.0,41.3,364.0,499.0
detrital,37.4,85.0,144.0,0.91,46.0,28.7,46.6,19.0,9.3,217.7,21.9,181.8,238.0
detrital,15.1,174.0,145.0,25.0,40.0,39.8,58.8,None,9.0,94.9,33.5,258.0,290.0
detrital,None,None,None,None,None,None,None,None,None,46.2,None,142.3,None
detrital,31.85,106.37,101.21,3.35,46.05,28.47,26.76,15.68,18.38,151.7,22.76,156.82,209.26
detrital,None,None,None,None,None,None,None,None,None,59.5,None,268.2,None
detrital,3.5,83.0,155.0,None,22.4,26.4,52.7,1.9,3.1,70.9,26.1,253.8,264.0
detrital,4.7,61.0,118.0,None,13.5,20.1,32.4,None,1.1,82.0,22.0,122.9,173.0
detrital,8.2,164.0,305.0,0.23,68.0,59.5,85.4,37.0,6.7,268.6,49.0,271.2,444.0
detrital,4.9,77.0,80.0,None,6.1,16.8,33.9,None,None,54.1,16.3,168.7,180.0
detrital,6.4,84.0,156.0,None,26.0,31.7,47.2,None,3.9,89.0,27.9,243.8,226.0
detrital,7.4,146.0,204.0,None,33.0,55.6,71.6,None,4.4,197.6,43.2,445.0,419.0
detrital,6.9,96.0,115.0,None,11.4,26.4,50.8,None,None,150.2,28.3,319.0,236.0
detrital,2.1,140.0,247.0,0.7,41.0,44.8,49.9,None,7.9,54.8,37.3,510.0,279.0
detrital,5.99,150.94,167.67,2.08,52.41,43.63,37.38,7.27,13.89,38.32,34.79,46.87,306.99
detrital,4.7,78.0,100.0,None,20.5,22.7,37.7,None,None,53.0,20.2,154.8,208.0
detrital,3.48,73.0,142.0,None,24.3,21.6,50.0,3.2,4.0,81.5,27.6,348.2,254.0
detrital,16.4,63.0,83.0,None,25.0,23.8,38.3,None,None,101.6,17.9,260.0,146.0
detrital,4.0,131.0,236.0,0.83,52.0,47.1,67.0,8.6,10.7,114.3,43.2,331.0,391.0
detrital,10.5,172.0,185.0,5.4,44.0,57.0,74.0,None,20.0,251.0,40.2,256.0,397.0
detrital,2.18,133.0,226.0,0.57,17.6,43.8,52.7,1.5,3.3,47.1,36.3,500.0,305.0
detrital,2.4,190.36,212.31,0.44,60.15,58.08,55.46,8.02,14.83,119.34,43.38,192.39,387.51
detrital,7.16,132.1,134.92,1.93,46.29,39.44,35.52,11.25,12.56,37.41,29.86,36.44,259.47
detrital,11.51,151.61,206.43,1.05,39.55,53.04,57.16,3.37,9.4,169.42,45.23,247.92,411.15
detrital,10.75,117.02,148.88,1.43,37.41,38.51,34.19,6.6,12.0,84.93,30.71,168.24,290.81
detrital,7.1,308.0,697.0,0.5,55.0,121.0,311.0,4.8,8.0,40.7,161.0,293.0,1570.0
detrital,3.3,65.0,174.0,None,12.3,29.1,62.2,3.1,None,40.6,35.9,315.0,336.0
detrital,11.7,155.0,151.0,6.7,52.0,38.8,52.1,None,3.9,63.3,27.1,81.8,295.0
detrital,12.8,76.0,82.0,2.6,12.5,26.6,37.7,None,7.0,68.9,22.1,93.6,199.0
detrital,9.1,256.0,457.0,1.09,75.0,79.6,125.0,11.7,18.8,139.9,77.9,332.0,647.0
detrital,12.5,53.0,81.0,2.8,17.4,19.0,25.9,None,4.1,57.4,16.2,112.9,183.0
detrital,17.3,197.0,279.0,3.1,78.0,57.1,75.1,38.0,30.0,117.0,46.4,179.1,396.0
detrital,7.13,209.91,355.63,0.69,44.81,82.36,115.81,2.64,8.8,119.62,84.42,177.65,844.24
detrital,10.7,69.0,80.0,None,21.7,24.2,35.1,None,None,37.1,17.1,69.1,162.0
detrital,9.3,91.0,152.0,None,21.0,31.7,53.4,10.0,7.5,62.6,34.5,168.4,296.0
detrital,22.4,148.0,227.0,1.46,61.0,44.9,60.1,16.0,13.0,58.3,36.4,51.4,309.0
detrital,8.7,105.0,191.0,None,25.0,37.1,62.0,12.0,1.8,81.9,36.7,270.5,344.0
detrital,15.76,125.68,189.15,1.37,34.45,43.96,50.66,2.59,6.09,200.35,39.89,238.16,352.66
detrital,35.9,121.0,184.0,4.2,63.0,38.5,53.2,15.7,15.2,64.2,34.7,42.0,281.0
detrital,4.5,83.0,168.0,0.29,32.0,38.5,62.8,8.0,1.9,43.8,33.8,68.5,293.0
detrital,32.89,151.6,234.79,1.51,38.81,54.93,70.93,3.69,9.01,249.83,57.68,319.04,573.68
detrital,33.2,108.0,206.0,0.65,51.0,37.4,65.4,3.9,5.6,256.0,35.5,321.0,338.0
detrital,7.71,229.78,347.15,1.45,49.15,81.53,101.12,4.09,10.51,133.14,81.02,249.7,796.5
detrital,11.9,232.0,301.0,9.9,98.0,68.6,90.0,54.0,42.0,143.7,52.8,416.0,486.0
detrital,15.0,123.0,218.0,None,43.0,47.2,68.6,11.8,16.8,25.9,35.9,78.6,373.0
detrital,10.3,112.02,143.44,2.0,36.78,36.2,41.05,6.26,9.22,57.51,30.88,67.61,296.21
detrital,17.2,78.0,105.0,1.18,43.0,23.3,37.1,20.0,11.5,84.0,19.6,170.1,183.0
detrital,8.18,129.83,160.42,1.51,37.91,41.73,44.04,4.59,10.13,50.9,34.79,54.87,334.85
detrital,14.6,16.2,29.8,5.5,8.9,7.8,21.8,None,None,79.6,7.5,203.0,104.0
detrital,14.5,142.0,255.0,0.33,40.0,47.5,83.0,7.3,6.3,92.4,41.6,190.0,409.0
detrital,18.2,196.0,229.0,5.8,89.0,50.5,61.0,15.0,18.5,131.3,38.5,609.0,313.0
detrital,4.89,206.21,294.95,1.97,56.34,69.59,91.18,5.67,12.3,71.46,66.19,66.52,628.51
detrital,19.7,75.0,106.0,3.6,3.5,20.5,53.0,None,None,260.0,24.4,597.0,277.0
detrital,6.18,230.3,310.32,2.03,65.48,78.27,88.72,5.29,14.6,107.55,68.36,112.03,630.96
detrital,34.53,295.95,396.97,4.42,83.9,99.31,105.67,11.76,22.09,170.96,90.17,99.88,825.5
detrital,None,None,None,None,None,None,None,None,None,89.7,None,118.0,None
detrital,None,None,None,None,None,None,None,None,None,65.9,None,None,None
detrital,11.4,221.0,171.0,53.0,104.0,53.0,45.8,None,56.0,69.3,31.8,340.0,257.0
detrital,None,None,None,None,None,None,None,None,None,40.4,None,525.0,None
detrital,None,None,None,None,None,None,None,None,None,59.3,None,222.8,None
detrital,None,None,None,None,None,None,None,None,None,97.0,None,3580.0,None
detrital,20.6,102.0,190.0,2.1,34.0,37.6,60.1,3.4,15.4,62.4,35.6,133.3,313.0
detrital,34.5,94.0,138.0,3.4,6.9,25.5,60.8,None,6.4,58.5,26.2,145.3,289.0
detrital,28.9,69.0,145.0,1.13,13.8,26.8,64.9,None,2.7,73.2,27.5,148.7,301.0
detrital,19.2,84.0,164.0,0.53,21.1,27.8,59.7,2.8,3.4,55.8,26.2,156.2,283.0
detrital,158.0,70.0,107.0,1.6,11.6,19.1,45.6,98.0,15.6,63.9,21.8,128.3,235.0
detrital,17.0,72.0,123.0,0.89,24.1,22.3,44.9,4.6,3.2,33.4,21.7,71.0,211.0
detrital,54.6,139.0,230.0,2.8,67.0,41.6,64.2,34.0,21.2,408.4,39.3,413.0,364.0
detrital,8.5,114.0,183.0,1.7,48.0,40.5,49.8,10.1,5.8,36.2,31.3,102.6,259.0
detrital,39.4,165.0,265.0,2.7,53.0,51.4,87.2,16.0,10.2,129.8,50.7,212.1,454.0
detrital,55.8,101.0,177.0,0.81,37.0,29.9,53.8,6.4,12.0,68.0,32.1,109.6,269.0
detrital,34.0,80.0,155.0,1.14,9.9,33.6,54.5,2.2,6.4,77.8,35.3,192.1,294.0
detrital,15.8,60.7,138.0,None,22.0,21.4,52.3,3.0,1.2,59.5,25.1,199.9,250.0
detrital,58.8,185.0,316.0,4.4,42.0,62.0,108.0,31.0,13.6,158.0,53.5,285.0,498.0
detrital,24.7,91.0,129.0,None,24.0,25.3,51.0,None,None,65.4,29.0,156.0,267.0
detrital,103.0,560.0,790.0,40.0,247.0,168.0,159.0,370.0,141.0,229.0,117.0,720.0,1010.0
detrital,61.0,127.0,201.0,2.1,51.0,40.0,62.4,139.0,17.8,68.6,38.2,96.0,346.0
detrital,25.2,103.0,121.0,None,23.0,26.8,44.0,None,None,108.7,20.3,236.0,266.0
detrital,46.2,158.0,243.0,0.56,45.0,43.6,92.0,None,7.8,122.1,44.1,209.0,462.0
detrital,25.2,164.0,193.0,15.6,38.0,50.7,70.8,None,6.5,74.6,44.4,144.4,361.0
detrital,60.73,226.6,367.2,2.77,53.15,82.12,134.9,5.95,11.64,129.67,89.1,259.58,901.97
detrital,71.1,159.0,211.0,2.8,57.0,39.1,64.5,14.0,28.0,76.0,38.4,110.0,299.0
detrital,39.0,131.0,223.0,1.51,45.0,44.1,70.7,28.0,12.0,180.5,41.6,280.0,382.0
detrital,8.0,8.8,33.4,None,-1.3,5.1,33.9,None,None,67.7,6.8,228.0,101.0
detrital,30.3,183.0,329.0,1.31,49.0,60.0,88.9,5.4,20.0,142.2,49.6,263.0,506.0
detrital,24.3,168.0,218.0,19.5,34.0,55.7,75.0,None,37.0,97.2,42.3,144.8,374.0
detrital,24.8,196.0,335.0,2.3,71.0,55.7,106.7,44.0,13.4,134.8,55.3,250.0,507.0
detrital,36.0,164.0,199.0,7.2,47.0,50.9,76.7,None,8.2,82.5,40.3,127.3,409.0
detrital,39.6,114.0,131.0,13.3,40.0,36.3,45.1,None,11.0,73.2,29.0,73.8,288.0
detrital,58.0,99.0,152.0,2.1,16.0,31.3,58.0,None,8.0,165.0,31.1,350.0,281.0
detrital,34.0,132.0,140.0,None,40.0,38.0,43.0,None,8.0,521.0,37.0,1080.0,322.0
detrital,37.1,72.0,165.0,None,19.4,33.4,63.5,None,2.9,91.9,31.0,174.6,307.0
detrital,26.6,176.0,311.0,2.0,71.0,62.3,87.4,16.0,21.0,111.8,53.7,217.6,483.0
detrital,54.4,79.0,138.0,1.07,16.7,24.6,60.5,6.0,5.7,61.2,29.7,129.5,277.0
detrital,63.4,150.0,252.0,2.6,56.0,48.4,86.9,26.0,22.5,134.7,45.7,255.0,425.0
detrital,56.4,64.0,78.0,None,None,18.3,60.0,None,None,207.0,26.1,290.0,301.0
detrital,20.0,123.0,151.0,7.2,32.0,39.1,50.6,None,9.5,42.2,29.2,65.0,312.0
detrital,22.6,29.8,62.0,None,5.6,12.5,37.1,None,None,47.7,16.5,201.4,150.0
detrital,22.7,17.0,47.0,None,None,5.8,46.0,None,None,214.0,14.7,666.0,185.0
detrital,47.56,243.44,287.15,9.34,93.93,77.68,72.47,19.52,27.41,112.01,55.31,67.74,509.74
detrital,32.6,88.0,172.0,1.9,29.0,35.8,93.0,12.5,4.0,127.4,38.6,313.0,413.0
detrital,21.0,110.0,117.0,6.4,27.1,30.8,46.5,None,4.6,37.1,27.3,67.6,259.0
detrital,81.0,213.0,194.0,30.0,87.0,64.9,75.2,None,44.0,176.0,45.5,268.0,467.0
detrital,32.71,229.65,337.5,4.27,65.76,80.73,104.97,8.79,16.81,175.66,76.94,170.84,743.7
detrital,64.2,93.0,107.0,6.4,28.0,23.8,36.7,None,15.0,44.2,17.0,90.7,206.0
detrital,20.5,144.0,216.0,2.0,50.0,47.8,73.8,29.0,16.0,95.3,42.0,160.9,378.0
detrital,48.29,150.9,182.38,6.25,62.59,47.8,55.81,12.38,17.52,118.76,42.18,133.83,403.38
detrital,34.9,127.0,190.0,3.6,67.0,39.3,52.2,16.0,16.7,55.6,29.5,55.1,271.0
detrital,None,None,None,None,None,None,None,None,None,89.2,None,63.0,None
detrital,24.5,154.68,230.27,3.11,43.82,56.86,74.73,5.19,8.37,107.22,53.15,140.49,557.52
detrital,40.0,227.0,332.0,6.1,105.0,66.4,101.4,49.0,26.2,136.9,61.2,218.7,522.0
detrital,28.2,117.0,211.0,1.15,41.0,39.9,77.0,11.9,12.3,134.0,43.0,177.0,408.0
detrital,21.7,75.0,138.0,0.72,24.0,26.3,50.6,5.3,11.6,99.8,27.3,233.6,243.0
detrital,4.05,94.34,167.75,0.73,23.07,35.7,62.31,1.59,4.15,53.09,39.92,70.77,386.4
detrital,38.6,132.0,155.0,11.8,45.0,37.9,70.0,None,None,154.0,40.1,362.0,384.0
detrital,None,None,None,None,None,None,None,None,None,332.59,None,606.24,None
detrital,6.28,142.81,150.14,1.72,46.35,43.88,37.7,9.03,12.84,56.01,32.37,74.72,320.96
detrital,53.0,405.0,524.0,44.0,195.0,121.0,126.0,301.0,101.0,148.0,83.0,770.0,730.0
detrital,86.0,503.0,564.0,43.8,308.0,139.0,148.0,238.0,147.0,139.9,106.0,496.0,734.0
detrital,6.7,191.0,188.0,13.8,69.0,50.9,52.6,None,20.9,24.8,35.6,39.4,377.0
detrital,10.31,234.08,307.13,3.85,68.15,76.38,77.82,12.57,16.52,66.27,65.85,71.88,554.76
detrital,31.23,639.29,786.68,4.0,185.83,204.44,181.28,20.54,39.37,285.3,161.4,208.27,1350.08
detrital,7.2,167.0,299.0,3.8,81.0,63.8,74.0,42.0,20.3,39.7,49.4,66.5,434.0
detrital,26.2,277.0,253.0,6.7,66.0,71.0,77.6,None,31.0,62.1,55.4,96.0,501.0
detrital,9.96,359.61,429.58,5.92,103.71,114.64,101.05,12.97,25.11,117.82,95.52,123.15,877.78
detrital,9.4,270.0,270.0,3.5,84.0,76.0,71.3,None,17.0,74.8,57.0,117.9,483.0
detrital,5.0,257.0,214.0,4.1,56.0,52.0,53.0,None,7.0,147.0,48.0,220.3,366.0
detrital,8.09,263.6,318.33,4.36,76.62,84.76,76.73,11.09,18.04,75.27,70.81,86.63,640.75
detrital,102.67,538.16,600.21,12.42,160.02,161.8,124.09,32.9,44.53,872.69,122.34,509.65,1110.07
detrital,6.18,209.17,276.89,3.13,56.84,66.28,72.63,8.59,14.42,58.55,60.6,69.59,508.28
detrital,5.3,241.0,281.0,1.5,71.0,84.2,107.0,None,10.3,104.2,66.8,192.0,598.0
magmatic,11.51,25.05,55.72,0.47,4.98,10.66,34.76,0.56,0.88,73.24,14.09,131.0,158.0
magmatic,26.61,50.16,103.0,1.09,11.53,20.35,57.94,1.01,2.0,256.0,24.72,299.0,279.0
magmatic,26.04,70.7,148.0,1.35,14.11,29.21,82.76,1.28,2.69,155.0,40.55,307.0,469.0
magmatic,26.39,76.79,167.0,1.39,15.93,32.99,96.34,0.89,2.39,189.0,41.0,313.0,461.0
magmatic,23.18,77.33,157.0,1.5,17.47,31.8,85.21,1.51,3.42,221.0,38.38,337.0,427.0
magmatic,34.92,102.0,189.0,2.62,25.64,38.89,94.99,2.93,6.09,291.0,47.82,343.0,531.0
magmatic,31.73,76.99,159.0,1.23,15.31,31.16,86.47,1.17,2.99,219.0,41.28,345.0,479.0
magmatic,30.52,80.99,174.0,1.49,16.5,33.93,97.33,1.06,2.91,203.0,45.27,354.0,511.0
magmatic,29.19,85.18,183.0,1.59,17.62,36.35,101.0,1.02,2.88,229.0,46.34,413.0,522.0
